congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id,is_returned,is_meal
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,13,Congressperson meal,0,,RESTAURANTE CAPUCCI,10701571000107,001615,0,2013-01-30T00:00:00,21.7,0.0,21.7,1,2013,0,,,1006789,[None],0.0,1689,5027378,True,True
MAGDA MOFATTO,166402.0,431.0,2019.0,GO,PR,55,13,Congressperson meal,0,,Brasilia lanches LTDA,10288466000198,364366,0,2015-08-24T00:00:00,19.9,0.0,19.9,8,2015,0,,,1221194,[None],0.0,2437,5775454,True,True
LUIZ ARGÔLO,160547.0,207.0,2011.0,BA,SD,54,13,Congressperson meal,0,,DOM FRANCISCO,3327191000199,56276,0,2012-01-31T00:00:00,133.0,0.0,133.0,1,2012,0,,,589008,[None],0.0,2357,2241487,True,True
MARCOS SOARES,178943.0,321.0,2015.0,RJ,DEM,55,13,Congressperson meal,0,,RGB RESTAURANTES LTDA.,62505847002048,042257,0,2018-01-31T00:00:00,101.0,0.0,101.0,1,2018,0,,,1466370,[None],0.0,2911,6506517,True,True
MAURO MARIANI,141507.0,480.0,2015.0,SC,MDB,54,13,Congressperson meal,0,,EDSON STIEGLER ME,2148445000149,006712,0,2012-04-29T00:00:00,65.5,33.0,32.5,4,2012,0,,,610072,[None],0.0,1892,2310117,True,True
JOÃO CARLOS BACELAR,141458.0,187.0,2019.0,BA,PR,54,13,Congressperson meal,0,,RESTAURANTE LAN HOUSE LTDA,7402722000111,00960,0,2011-04-26T00:00:00,25.0,0.0,25.0,4,2011,0,,,534485,[None],0.0,1856,2059342,True,True
LEÔNIDAS CRISTINO,74299.0,96.0,2019.0,CE,PDT,55,13,Congressperson meal,0,,KIN RESTAURANTE LTDA ME,20504937000101,018330,0,2015-07-10T00:00:00,29.57,0.0,29.57,7,2015,0,,,1211031,[None],0.0,1083,5741017,True,True
POLLYANA GAMA,195997.0,587.0,2015.0,SP,PPS,55,13,Congressperson meal,0,,LAMITE,10,15459,3,2017-04-23T00:00:00,126.96,0.0,126.96,4,2017,0,,,1379448,[None],0.0,3160,6269168,True,True
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,27795,4,2018-06-20T00:00:00,25.02,0.0,25.02,6,2018,0,,,1509903,[None],0.0,184,6618690,True,True
WALDENOR PEREIRA,160569.0,219.0,2019.0,BA,PT,55,13,Congressperson meal,0,,SENAC - LANCHONETE DO PLENARIO,33469172000672,218190,0,2015-12-09T00:00:00,28.0,0.0,28.0,12,2015,0,,,1252488,[None],0.0,2288,5877351,True,True
ALFREDO SIRKIS,116663.0,321.0,2011.0,RJ,PSB,54,13,Congressperson meal,0,,CLS RESTAURANTES RIO DE JANEIRO LTDA,6077850001308,128934,0,2012-05-12T00:00:00,149.25,38.0,111.25,5,2012,0,,,612430,[None],0.0,2309,2317922,True,True
MARCONDES GADELHA,74470.0,561.0,2015.0,PB,PSC,53,13,Congressperson meal,0,,GUAIAMUM GIGANTE,10832952000125,000145,0,2010-09-03T00:00:00,323.73,0.0,323.73,9,2010,0,,,493567,[None],0.0,1321,1920580,True,True
MAURO PEREIRA,124411.0,540.0,2015.0,RS,MDB,55,13,Congressperson meal,0,,FAUSTO E MANOEL,21567836000142,1184,0,2017-05-24T00:00:00,58.7,0.0,58.7,5,2017,0,,,1390052,[None],0.0,3095,6295819,True,True
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,54,13,Congressperson meal,0,,RESTAURANTE NOSSA SRA. APARECIDA,25302050000154,009051,0,2011-04-09T00:00:00,15.0,0.0,15.0,4,2011,0,,,535605,[None],0.0,2230,2062757,True,True
ANDERSON FERREIRA,160551.0,142.0,2015.0,PE,PR,54,13,Congressperson meal,0,,JAMP  RESTAURANTE LTDA,70091657000197,135346,0,2013-07-05T00:00:00,81.12,0.0,81.12,7,2013,0,,,1042441,[None],0.0,2371,5160397,True,True
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,54,13,Congressperson meal,0,,GOLDEN GREEN SUCOS HEALTH LTDA,3633620000156,062103,0,2011-07-27T00:00:00,50.8,0.0,50.8,7,2011,0,,,556459,[None],0.0,184,2133032,True,True
VALDIR COLATTO,74010.0,489.0,2015.0,SC,MDB,55,13,Congressperson meal,0,,CLAIR CAMPAGNOLO,3652017000111,014718,0,2015-08-17T00:00:00,21.43,0.0,21.43,8,2015,0,,,1220726,[None],0.0,527,5773202,True,True
FRANCISCO ESCÓRCIO,137983.0,567.0,2011.0,MA,PMDB,54,13,Congressperson meal,0,,CHURRASCARIA ALVORADA,8530520000118,811,0,2012-02-18T00:00:00,50.0,0.0,50.0,2,2012,0,,,595433,[None],0.0,1762,2262686,True,True
ODELMO LEÃO,74752.0,248.0,2015.0,MG,PP,55,13,Congressperson meal,0,,GOLDEN TULIP BRASILIA ALVORADA,9109567001732,228358,0,2015-02-13T00:00:00,674.16,0.0,674.16,2,2015,0,,,1171904,[None],0.0,705,5619171,True,True
LAUDIVIO CARVALHO,178894.0,234.0,2015.0,MG,PODE,55,13,Congressperson meal,0,,CHURRASCARIA POTENCIA GRILL LTDA EPP,8466219000192,030075,0,2017-05-31T00:00:00,80.1,0.0,80.1,5,2017,0,,,1392794,[None],0.0,2967,6304215,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,ESPAÇO ARABE,11389220001490,322487,0,2016-02-29T00:00:00,51.0,0.0,51.0,2,2016,0,,,1267782,[None],0.0,2935,5925634,True,True
PAULO PIMENTA,74400.0,513.0,2019.0,RS,PT,54,13,Congressperson meal,0,,CAFÉ COLONIAL COLMÉIA,2174156000114,57647,0,2011-02-18T00:00:00,50.0,0.0,50.0,2,2011,0,,,526613,[None],0.0,1642,2032618,True,True
CAPITÃO AUGUSTO,178829.0,346.0,2019.0,SP,PR,55,13,Congressperson meal,0,,Carne de Sol 111,595462000107,077910,0,2015-04-21T00:00:00,83.5,0.0,83.5,4,2015,0,,,1185049,[None],0.0,2950,5660999,True,True
CARLOS ALBERTO CANUTO,141397.0,165.0,2007.0,AL,PSC,53,13,Congressperson meal,0,,P S DE ARAUJO & CIA LTDA - ME,8822508000187,002018,0,2010-04-22T00:00:00,65.12,0.0,65.12,4,2010,0,,,483694,[None],0.0,1795,1883778,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL-SENAC,33469172001644,076126,0,2013-04-30T00:00:00,45.2,0.0,45.2,4,2013,0,,,1025282,[None],0.0,116,5095023,True,True
LUIZIANNE LINS,178866.0,98.0,2019.0,CE,PT,55,13,Congressperson meal,0,,RP ALIMENTAÇÃO E DIVERSÕES LTDA,72590656000112,067985,0,2017-09-05T00:00:00,102.7,0.0,102.7,9,2017,0,,,1421702,[None],0.0,2946,6386220,True,True
LÉO VIVAS,141452.0,309.0,2007.0,RJ,PRB,53,13,Congressperson meal,0,,CHURRASCARIA FANDANGO LTDA,29739455000105,154567,0,2010-07-09T00:00:00,128.5,0.0,128.5,7,2010,0,,,487711,[None],0.0,1872,1898679,True,True
JAIRO ATAÍDE,3151.0,533.0,2011.0,MG,DEM,54,13,Congressperson meal,0,,PIZZARELA LTDA,16520801000118,215675,0,2011-05-29T00:00:00,70.6,30.85,39.75,5,2011,0,,,545036,[None],0.0,1969,2094022,True,True
POLLYANA GAMA,195997.0,587.0,2015.0,SP,PPS,55,13,Congressperson meal,0,,LIMONCELLO DELIVERY,4072467000106,5867,0,2017-04-25T00:00:00,118.8,0.0,118.8,4,2017,0,,,1379488,[None],0.0,3160,6269345,True,True
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,22279,4,2018-03-01T00:00:00,14.84,0.0,14.84,3,2018,0,,,1469991,[None],0.0,2971,6515723,True,True
MARQUINHO MENDES,181315.0,536.0,2015.0,RJ,MDB,55,13,Congressperson meal,0,,VANDERLEI ALVES DE LIMA ME,38000782000131,019755,0,2016-02-17T00:00:00,78.48,0.0,78.48,2,2016,0,,,1268682,[None],0.0,3092,5928305,True,True
ANDERSON FERREIRA,160551.0,142.0,2015.0,PE,PR,54,13,Congressperson meal,0,,MARALCO COMERCIO DE ALIMENTOS LTDA,41062183000238,026038,0,2011-04-09T00:00:00,24.5,0.0,24.5,4,2011,0,,,530439,[None],0.0,2371,2045678,True,True
AFONSO HAMM,136811.0,487.0,2019.0,RS,PP,55,13,Congressperson meal,0,,EXCELSIOR S.A. HOTÉIS DE TURISMO,92995398000161,1398,0,2017-03-16T00:00:00,35.0,0.0,35.0,3,2017,0,,,1367741,[None],0.0,1758,6237234,True,True
ARMANDO ABÍLIO,74405.0,589.0,2011.0,PB,PTB,53,13,Congressperson meal,0,,JOÃO FERNANDES PIMENTA,8848327000120,000627,0,2010-08-05T00:00:00,125.0,0.0,125.0,8,2010,0,,,490530,[None],0.0,975,1908867,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,Guapurubu Comercio de Restaurante e Fast Food Eireli EPP,19684817000235,006550,0,2016-07-19T00:00:00,19.5,0.0,19.5,7,2016,0,,,1314164,[None],0.0,2238,6071685,True,True
OSMAR SERRAGLIO,73463.0,463.0,2015.0,PR,PP,55,13,Congressperson meal,0,,CHURRASCARIA NADIN,82681313000117,120785,0,2015-07-30T00:00:00,18.0,0.0,18.0,7,2015,0,,,1218518,[None],0.0,1439,5765914,True,True
EDUARDO LOPES,4928.0,525.0,2007.0,RJ,PRB,53,13,Congressperson meal,0,,DAI NI SEIKI ALIMENTOS E UTENSÍLIOS LTDA,4111090000149,3501,0,2009-11-21T00:00:00,150.0,0.0,150.0,11,2009,0,,,439324,[None],0.0,1971,1728010,True,True
MARA GABRILLI,160565.0,366.0,2015.0,SP,PSDB,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,089607,0,2013-10-22T00:00:00,29.0,0.0,29.0,10,2013,0,,,1066508,[None],0.0,2399,5251088,True,True
EDINHO ARAÚJO,73447.0,344.0,2015.0,SP,MDB,54,13,Congressperson meal,0,,KB COMÉRCIO DE ALIMENTOS LTDA.,7642860000178,1755,0,2011-04-13T00:00:00,16.0,0.0,16.0,4,2011,0,,,531995,[None],0.0,1006,2050619,True,True
GIOVANI CHERINI,160673.0,502.0,2019.0,RS,PR,55,13,Congressperson meal,0,,CENTRAL PARK RESTAURANTE E EVENTOS LTDA ME,10580005000356,0781,0,2015-10-14T00:00:00,49.0,0.0,49.0,10,2015,0,,,1234585,[None],0.0,2281,5818513,True,True
RONALDO CAIADO,74813.0,429.0,2011.0,GO,DEM,54,13,Congressperson meal,0,,PBJM COM GÊNEROS ALIMENTÍCIOS LTDA,9054158000119,31048,0,2013-10-10T00:00:00,13.0,0.0,13.0,10,2013,0,,,1066938,[None],0.0,802,5252588,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,54,13,Congressperson meal,0,,PIMENTA VERDE ALIMENTOS LTDA,9060964003387,077398,0,2011-09-07T00:00:00,27.04,0.0,27.04,9,2011,0,,,568736,[None],0.0,2340,2173673,True,True
OSMAR TERRA,73692.0,497.0,2019.0,RS,MDB,54,13,Congressperson meal,0,,ESPAÇO VIDEO,90469875000200,076103,0,2014-07-05T00:00:00,6.75,0.0,6.75,7,2014,0,,,1131746,[None],0.0,1514,5477974,True,True
JOÃO CASTELO,74445.0,75.0,2015.0,MA,PSDB,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR.,33469172001644,046623,0,2015-03-18T00:00:00,52.63,0.0,52.63,3,2015,0,,,1176923,[None],0.0,1299,5635008,True,True
MARCON,160535.0,507.0,2019.0,RS,PT,55,13,Congressperson meal,0,,RESTAURANTE CHAPAO O BARRANCO,8397696000143,013942,0,2015-09-19T00:00:00,80.0,0.0,80.0,9,2015,0,,,1227731,[None],0.0,2241,5797169,True,True
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,54,13,Congressperson meal,0,,BSB ADV TUR EVENTOS E PAS NAUTICOS LTDA ME,7711619000153,069623,0,2011-08-24T00:00:00,19.0,0.0,19.0,8,2011,0,,,560857,[None],0.0,2299,2146432,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERC SENAC,33469172000672,226969,0,2016-04-14T00:00:00,26.8,0.0,26.8,4,2016,0,,,1282785,[None],0.0,2935,5972600,True,True
ROBERTO DE LUCENA,160653.0,385.0,2019.0,SP,PODE,55,13,Congressperson meal,0,,SADI COGO - EPP,7310354000181,086973,0,2016-05-21T00:00:00,27.5,13.5,14.0,5,2016,0,,,1298313,[None],0.0,2282,6020973,True,True
SANDES JÚNIOR,74372.0,524.0,2015.0,GO,PP,53,13,Congressperson meal,0,,FM BAR E RESTAURANTE LTDA,8517663000190,04471,0,2009-10-01T00:00:00,250.0,0.0,250.0,10,2009,0,,,426720,[None],0.0,1688,1685015,True,True
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,BAR E RESTAURANTE BOA ESPERANÇA  LTDA,5587924000150,4248,0,2013-01-05T00:00:00,36.67,0.0,36.67,1,2013,0,,,1003166,[None],0.0,1812,5014375,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,GENRAL PRIME BURGER COM.DE PROD.ALIMENT.LTDA.,5952249000382,021664,0,2010-02-19T00:00:00,39.7,0.0,39.7,2,2010,0,,,456060,[None],0.0,1782,1784750,True,True
CHRISTIANE DE SOUZA YARED,178928.0,442.0,2019.0,PR,PR,55,13,Congressperson meal,0,,TAIOBA SELF-SERVICE LTDA EPP,3346671000954,2374,0,2016-08-29T00:00:00,23.76,0.0,23.76,8,2016,0,,,1317922,[None],0.0,2983,6084745,True,True
ARNALDO JORDY,160602.0,18.0,2015.0,PA,PPS,54,13,Congressperson meal,0,,TR MARTINS,6177966000185,186684,0,2014-03-31T00:00:00,29.93,0.0,29.93,3,2014,0,,,1104458,[None],0.0,2341,5380687,True,True
LUIZ CARLOS RAMOS,178802.0,318.0,2015.0,RJ,PR,55,13,Congressperson meal,0,,PARRILLA FIGUEIRA DA VILA,15575591000100,2799,0,2017-04-19T00:00:00,210.0,0.0,210.0,5,2017,0,,,1379805,[None],0.0,2978,6270342,True,True
FÁBIO SOUTO,74062.0,190.0,2011.0,BA,DEM,54,13,Congressperson meal,0,,RGB RESTAURANTES LTDA,62505847002390,121239,0,2012-06-05T00:00:00,53.9,0.0,53.9,6,2012,0,,,617373,[None],0.0,1637,2334373,True,True
ELCIONE BARBALHO,74075.0,21.0,2019.0,PA,MDB,55,13,Congressperson meal,0,,GOODS RESTAURANTE,20011372000120,016273,0,2015-05-28T00:00:00,50.78,0.0,50.78,5,2015,0,,,1197072,[None],0.0,1011,5698676,True,True
MISSIONÁRIO JOSÉ OLIMPIO,160561.0,375.0,2015.0,SP,DEM,55,13,Congressperson meal,0,,SB CHURRASCARIA EIRELI,26368650000188,11178,0,2017-08-30T00:00:00,128.47,0.0,128.47,8,2017,0,,,1419490,[None],0.0,2388,6379933,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,8931,4,2017-12-05T00:00:00,32.0,0.0,32.0,12,2017,0,,,1451818,[None],0.0,2935,6463621,True,True
ANTONIO IMBASSAHY,160530.0,191.0,2015.0,BA,PSDB,54,13,Congressperson meal,0,,GREEN'S COMÉRCIO DE ALIMENTOS LTDA EPP,37124724000157,10838,0,2014-01-17T00:00:00,39.24,0.0,39.24,1,2014,0,,,1086152,[None],0.0,2295,5320066,True,True
VILALBA,163322.0,555.0,2011.0,PE,PP**,54,13,Congressperson meal,0,,GZ COM DE ALIMENTOS LTDA,5124620000156,262704,0,2012-10-18T00:00:00,20.4,0.0,20.4,10,2012,0,,,645812,[None],0.0,2427,2424468,True,True
LAUDIVIO CARVALHO,178894.0,234.0,2015.0,MG,PODE,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZ. COMERCIAL SENAC,33469172001644,6475,0,2017-09-12T00:00:00,61.05,0.0,61.05,9,2017,0,,,1421275,[None],0.0,2967,6385189,True,True
JESUS RODRIGUES,160671.0,115.0,2011.0,PI,PT,54,13,Congressperson meal,0,,HOTEL RIO PARNAÍBA LTDA,7094741000128,53804,0,2011-04-23T00:00:00,148.0,0.0,148.0,4,2011,0,,,533252,[None],0.0,2380,2055327,True,True
JOÃO OLIVEIRA,141460.0,61.0,2007.0,TO,DEM,53,13,Congressperson meal,0,,AJA EMPREENDIMENTOS ALIMENTÍCIOS LTDA,8922172000396,002346,0,2010-03-01T00:00:00,72.9,0.0,72.9,3,2010,0,,,461049,[None],0.0,1858,1801006,True,True
MENDONÇA PRADO,74056.0,179.0,2011.0,SE,DEM,54,13,Congressperson meal,0,,LEN COMERCIO DE ALIMENTOS LTDA.,12841770000146,071589,0,2014-11-03T00:00:00,30.0,0.0,30.0,11,2014,0,,,1148651,[None],0.0,1615,5541665,True,True
JUNJI ABE,160544.0,610.0,2015.0,SP,MDB,54,13,Congressperson meal,0,,sabor e cia,13167641000187,2677,0,2014-09-29T00:00:00,18.0,0.0,18.0,9,2014,0,,,1143633,[None],0.0,2332,5524086,True,True
CARLOS GOMES,178962.0,492.0,2019.0,RS,PRB,55,13,Congressperson meal,0,,ARMAZÉM DA TRAIRA BAR E RESTAURANTE LTDA EPP,10991133000120,3235,0,2015-03-28T00:00:00,54.9,0.0,54.9,3,2015,0,,,1179686,[None],0.0,2900,5644099,True,True
ARNALDO VIANNA,141392.0,286.0,2007.0,RJ,PDT,53,13,Congressperson meal,0,,CAFÉ E CONFEITARIA SUPERBAR LTDA,33128026000179,075037,0,2010-05-31T00:00:00,100.0,0.0,100.0,5,2010,0,,,477014,[None],0.0,1785,1858266,True,True
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,53,13,Congressperson meal,0,,BAREMBAR-Q LTDA,668841000171,10049,0,2010-02-23T00:00:00,10.0,0.0,10.0,2,2010,0,,,460453,[None],0.0,1693,1797162,True,True
PEPE VARGAS,141445.0,503.0,2015.0,RS,PT,53,13,Congressperson meal,0,,R A CATERING LTDA,17314329000553,094062,0,2009-07-04T00:00:00,65.67,0.0,65.67,7,2009,0,,,409035,[None],0.0,1911,1624363,True,True
EMILIA FERNANDES,153384.0,583.0,2007.0,RS,PT,53,13,Congressperson meal,0,,QUALYVITA COMÉRCIO E SERVIÇOS LTDA,1555615000147,016126,0,2009-11-08T00:00:00,95.0,0.0,95.0,11,2009,0,,,436977,[None],0.0,2003,1719647,True,True
RENATO MOLLING,141527.0,511.0,2015.0,RS,PP,54,13,Congressperson meal,0,,JULITAN RESTS LTDA,1319872000180,004679,0,2013-05-29T00:00:00,284.0,0.0,284.0,5,2013,0,,,1039608,[None],0.0,1922,5150485,True,True
RONALDO ZULKE,160594.0,515.0,2011.0,RS,PT,54,13,Congressperson meal,0,,ARCOS DOURADOD COM. DE ALIMENTOS LTDA,42591651074260,463631,0,2011-07-25T00:00:00,15.25,0.0,15.25,7,2011,0,,,553726,[None],0.0,2303,2123270,True,True
JOSÉ PAULO TÓFFANO,141471.0,378.0,2007.0,SP,PV,53,13,Congressperson meal,0,,MAKITERIA COMERCIO DE ALIMENTOS LTDA,9015924000136,045402,0,2010-04-27T00:00:00,36.63,0.0,36.63,4,2010,0,,,470191,[None],0.0,1862,1833190,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,55,13,Congressperson meal,0,,AEROMATE 3 LANCHES LTDA,22175336000128,128446,0,2018-05-30T00:00:00,17.0,0.0,17.0,5,2018,0,,,1503045,[None],0.0,2243,6599860,True,True
ZÉ CARLOS,178889.0,86.0,2019.0,MA,PT,55,13,Congressperson meal,0,,FAIZAH ALIMENTOS LTDA,5588775000143,18310,0,2015-06-12T00:00:00,70.18,0.0,70.18,6,2015,0,,,1202265,[None],0.0,3031,5713791,True,True
SERGIO GUERRA,74435.0,159.0,2011.0,PE,PSDB,54,13,Congressperson meal,0,,DA NOI CAFFE,3619371000144,284494,0,2011-04-08T00:00:00,23.67,0.0,23.67,4,2011,0,,,534109,[None],0.0,655,2058158,True,True
JOSÉ CARLOS ARAÚJO,74140.0,197.0,2015.0,BA,PR,53,13,Congressperson meal,0,,BABY BEEF EXPRESS,10686444000186,0483,0,2010-12-02T00:00:00,74.5,0.0,74.5,12,2010,0,,,507923,[None],0.0,1564,1971134,True,True
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,13,Congressperson meal,0,,SENAC - LANCHONETE DO PLENÁRIO,33469172000672,217008,0,2016-08-17T00:00:00,12.5,0.0,12.5,8,2016,0,,,1318046,[None],0.0,2971,6085031,True,True
FRANKLIN,186775.0,544.0,2015.0,MG,PP,55,13,Congressperson meal,0,,PANIFICADORA HOMEM DE MELLO LTDA,47882485000158,038079,0,2015-10-23T00:00:00,35.2,0.0,35.2,10,2015,0,,,1240052,[None],0.0,3118,5837054,True,True
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,54,13,Congressperson meal,0,,RESTAURANTE SUZUKI MAEDA SUSHI LTDA,6074303000135,35593,0,2014-01-07T00:00:00,150.0,0.0,150.0,1,2014,0,,,1092714,[None],0.0,1693,5342201,True,True
LEO DE BRITO,178825.0,57.0,2015.0,AC,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZ. COMERCIAL SENAC,33469172001644,6149,0,2017-08-24T00:00:00,61.05,0.0,61.05,8,2017,0,,,1417855,[None],0.0,2974,6374808,True,True
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,13,Congressperson meal,0,,MIX CAFE,4239581000170,3103,0,2019-01-29T00:00:00,57.77,0.0,57.77,1,2019,0,,,1559405,[None],0.0,2938,6748540,True,True
SÓSTENES CAVALCANTE,178947.0,329.0,2019.0,RJ,DEM,55,13,Congressperson meal,0,,COMIDAS REGIONAIS DO BRASIL LTDA.,5233063000101,52078,0,2015-06-18T00:00:00,75.0,0.0,75.0,6,2015,0,,,1203000,[None],0.0,2998,5716443,True,True
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,53,13,Congressperson meal,0,,SILOS LANCHONETE LTDA ME,46270534000139,014059,0,2010-05-06T00:00:00,5.0,0.0,5.0,5,2010,0,,,477065,[None],0.0,1947,1858430,True,True
JOSÉ HUMBERTO,160396.0,249.0,2011.0,MG,PSD,54,13,Congressperson meal,0,,RA CATERING LTDA,17314329000120,189645,0,2011-12-12T00:00:00,37.5,0.0,37.5,12,2011,0,,,583656,[None],0.0,2029,2224269,True,True
MAURO PEREIRA,124411.0,540.0,2015.0,RS,MDB,55,13,Congressperson meal,0,,RESTAURANTE PICANHAS DO SUL LTDA,38020285000103,33033,0,2015-03-05T00:00:00,90.0,0.0,90.0,3,2015,0,,,1186774,[None],0.0,3095,5666925,True,True
JOÃO CARLOS BACELAR,141458.0,187.0,2019.0,BA,PR,54,13,Congressperson meal,0,,OMEGA BAHIA COM. DE ALIMENTOS E VEST. EIRELI ME,6355095000304,022210,0,2013-01-04T00:00:00,50.0,7.0,43.0,1,2013,0,,,1001450,[None],0.0,1856,5003700,True,True
ALEXANDRE SERFIOTIS,178833.0,284.0,2019.0,RJ,PSD,55,13,Congressperson meal,0,,RESTAURANTE DAS MINAS LTDA EPP,4277081000394,51683,4,2018-07-11T00:00:00,68.33,0.0,68.33,7,2018,0,,,1514870,[None],0.0,3070,6632354,True,True
MILTON MONTI,74787.0,374.0,2015.0,SP,PR,55,13,Congressperson meal,0,,BRASIL 21 EVENTOS E HOTELARIA LTDA,8796076000691,013528,0,2016-07-12T00:00:00,19.8,0.0,19.8,7,2016,0,,,1316543,[None],0.0,1405,6080078,True,True
ROCHA,178840.0,59.0,2015.0,AC,PSDB,55,13,Congressperson meal,0,,FRESCO MAR GOURMET,10,93239,3,2016-11-30T00:00:00,34.68,0.0,34.68,12,2016,0,,,1343860,[None],0.0,3048,6164688,True,True
TONINHO WANDSCHEER,178934.0,470.0,2019.0,PR,PROS,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR,33469172001644,056538,0,2015-06-16T00:00:00,52.63,0.0,52.63,6,2015,0,,,1202578,[None],0.0,2940,5713976,True,True
PASTOR EURICO,160642.0,155.0,2019.0,PE,PATRI,54,13,Congressperson meal,0,,ENTRE AMIGOS O BODE,5550261000107,009356,0,2012-07-07T00:00:00,88.8,0.0,88.8,7,2012,0,,,623611,[None],0.0,2264,2353833,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,EMPORIO E CONFEITARIA PARIS LTDA,8402977000147,169062,4,2018-12-16T00:00:00,19.6,0.0,19.6,12,2018,0,,,1553368,[None],0.0,2935,6735704,True,True
TONINHO PINHEIRO,160611.0,264.0,2015.0,MG,PP,55,13,Congressperson meal,0,,ML ALIMENTACAO E DIVERSOES S/A,493924000177,13341,0,2018-04-11T00:00:00,150.0,0.0,150.0,4,2018,0,,,1485705,[None],0.0,2285,6555563,True,True
NEILTON MULIM,141510.0,315.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,GZ COM. DE ALIMENTOS LTDA.,5124620000156,161452,0,2011-08-25T00:00:00,20.3,0.0,20.3,8,2011,0,,,561345,[None],0.0,1897,2149928,True,True
SILVIO LOPES,73998.0,321.0,2007.0,RJ,PSDB,53,13,Congressperson meal,0,,PBJM COMÉRCIO DE GÊNEROS ALIMENTÍCIOS LTDA.,9054158000119,15755,0,2010-11-30T00:00:00,87.45,0.0,87.45,11,2010,0,,,507761,[None],0.0,1206,1970623,True,True
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,54,13,Congressperson meal,0,,BRASIL 21 GASTRONOMIA E SERVIÇOS LTDA,4777798000648,7186,0,2014-10-14T00:00:00,31.35,0.0,31.35,10,2014,0,,,1142819,[None],0.0,2244,5520933,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,55,13,Congressperson meal,0,,TIO LEKE,21595701000190,123,0,2016-03-07T00:00:00,31.0,0.0,31.0,3,2016,0,,,1271771,[None],0.0,2340,5937286,True,True
TIRIRICA,160976.0,392.0,2019.0,SP,PR,54,13,Congressperson meal,0,,RPS Bar e Restaurante Ltda - Porcão,3956495000115,232544,0,2014-04-13T00:00:00,180.0,0.0,180.0,4,2014,0,,,1107297,[None],0.0,2395,5391821,True,True
FRANCISCO FLORIANO,160677.0,297.0,2015.0,RJ,DEM,54,13,Congressperson meal,0,,SYMBOL RESTAURANTE,11238610000144,025753,0,2013-10-24T00:00:00,50.04,0.0,50.04,10,2013,0,,,1067808,[None],0.0,2267,5256146,True,True
JOSÉ CARLOS ARAÚJO,74140.0,197.0,2015.0,BA,PR,55,13,Congressperson meal,0,,RESTAURANTE TERRAÇO,18477203000139,00322,0,2016-05-25T00:00:00,93.45,0.0,93.45,5,2016,0,,,1293931,[None],0.0,1564,6007672,True,True
