congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id
SIBÁ MACHADO,160613.0,58.0,2015.0,AC,PT,54,119,Aircraft renting or charter of aircraft,0,,ORTIZ TÁXI AÉREO LTDA,5011693000131,3468,0,2014-03-28T00:00:00,10000.0,0.0,10000.0,3,2014,0,,,1106417,[nan],0.0,2398,5388259
AFONSO HAMM,136811.0,487.0,2019.0,RS,PP,53,10,Telecommunication,0,,RAMAL,6,3952241,0,2010-03-14T00:00:00,227.69,0.0,227.69,3,2010,0,,,0,['0'],,1758,0
EDSON PIMENTA,160618.0,193.0,2011.0,BA,PSD,54,3,Fuels and lubricants,1,Veículos Automotores,LUBRIFICANTES GASOL INDUSTRIA E COMÉRCIO LTDA,38463000495,119559,0,2012-08-06T00:00:00,50.0,0.0,50.0,8,2012,0,,,628763,[nan],0.0,2351,2369934
VALADARES FILHO,141384.0,183.0,2015.0,SE,PSB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2124.667416,0,2016-02-03T00:00:00,469.16,0.0,469.16,2,2016,0,VALADARES FILHO,GRU/AJU,0,['0'],,1945,1279320
JILMAR TATTO,141456.0,360.0,2011.0,SP,PT,54,3,Fuels and lubricants,4,Sem especificações,CONVER COMBUSTIVEIS AUTOMOTIVOS LTDA,38505000498,214218,0,2012-09-13T00:00:00,150.72,0.0,150.72,9,2012,0,,,636274,[nan],0.0,1853,2393846
VICENTINHO,74283.0,396.0,2019.0,SP,PT,54,3,Fuels and lubricants,1,Veículos Automotores,VIP AUTO POSTO LTDA,55573539000121,306134,0,2011-03-30T00:00:00,17.33,0.0,17.33,3,2011,0,,,535931,[nan],0.0,1699,2063658
FELIPE MAIA,141429.0,120.0,2015.0,RN,DEM,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2001.202897,0,2015-07-08T00:00:00,24.0,0.0,24.0,7,2015,0,FELIPE MAIA,BSB/BSB,0,['0'],,1832,1106061
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2491.251503,0,2014-06-09T00:00:00,326.45,0.0,326.45,6,2014,0,ILZA MR PEREIRA,BSB/CNF,0,['0'],,2230,845972
EDUARDO CUNHA,74173.0,300.0,2015.0,RJ,MDB,53,11,Postal services,0,,CORREIOS - SEDEX 10,7,RSP : 1087476,1,2009-07-07T16:49:40,41.2,0.0,41.2,7,2009,0,,,0,['0'],,1620,0
ADELMO CARNEIRO LEÃO,178890.0,221.0,2015.0,MG,PT,55,10,Telecommunication,0,,GLOBAL VILLAGE TELECOM LTDA,3420926005789,70759,0,2015-10-15T00:00:00,1415.09,0.0,1415.09,10,2015,0,,,1242320,[nan],0.0,2906,5844280
EDUARDO CUNHA,74173.0,300.0,2015.0,RJ,MDB,53,10,Telecommunication,0,,TELEMAR NORTE LESTE S/A - OI,33000118000179,00001879555,0,2010-04-17T00:00:00,77.04,0.0,77.04,4,2010,0,,,472493,[nan],0.0,1620,1841295
ÁTILA LIRA,74459.0,109.0,2019.0,PI,PSB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2137.378185,0,2016-11-04T00:00:00,127.0,0.0,127.0,11,2016,0,ÁTILA LIRA,BSB/THE,0,['0'],,74,1377870
ANTONIO CARLOS MENDES THAME,73584.0,519.0,2015.0,SP,PV,55,10,Telecommunication,0,,RAMAL,6,6438055,0,,27.11,0.0,27.11,10,2017,0,,,0,['0'],,288,0
SEVERINO NINHO,167614.0,573.0,2015.0,PE,PSB,55,10,Telecommunication,0,,RAMAL,6,5309115,0,,42.47,0.0,42.47,12,2013,0,,,0,['0'],,2468,0
BRUNO ARAÚJO,141394.0,146.0,2015.0,PE,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: UIS8TG,0,2016-03-07T00:00:00,251.0,0.0,251.0,3,2016,0,BRUNO ARAÚJO,REC/BSB,0,['0'],,1791,1273725
FERNANDO FERRO,74417.0,141.0,2011.0,PE,PT,54,10,Telecommunication,0,,TIM,4206050008246,000002776-AB,0,2013-01-01T00:00:00,204.68,4.72,199.96,1,2013,0,,,1005215,[nan],0.0,1029,5019256
VALDIR COLATTO,74010.0,489.0,2015.0,SC,MDB,55,5,Publicity of parliamentary activity,0,,INDUSTRIA DA COMUNICACAO,20258330000199,479,0,2016-05-09T00:00:00,300.0,0.0,300.0,4,2016,0,,,1291593,[nan],0.0,527,5999828
JUTAHY JUNIOR,74570.0,206.0,2015.0,BA,PSDB,53,2,"Locomotion, meal and lodging",0,,BARRA SORTE RADIO TAXI,7624446000136,004,1,2009-04-13T00:00:00,40.0,0.0,40.0,4,2009,0,,,390742,[nan],0.0,198,1569935
VALDIR COLATTO,74010.0,489.0,2015.0,SC,MDB,55,13,Congressperson meal,0,,CLAIR CAMPAGNOLO,3652017000111,014718,0,2015-08-17T00:00:00,21.43,0.0,21.43,8,2015,0,,,1220726,[nan],0.0,527,5773202
LEANDRE,178832.0,453.0,2019.0,PR,PV,55,11,Postal services,0,,CORREIOS - CARTA REGISTRADA COM AR,7,RSP : 2117677,1,2015-04-28T11:55:09,228.75,0.0,228.75,4,2015,0,,,0,['0'],,3044,0
RODRIGO PACHECO,178897.0,260.0,2015.0,MG,DEM,55,4,"Consultancy, research and technical work",0,,POSTO FERNANDA LTDA,969242000198,579415,0,2015-08-24T00:00:00,161.76,0.0,161.76,8,2015,0,,,1221010,[nan],0.0,3007,5774534
FRANCISCO ESCÓRCIO,137983.0,567.0,2011.0,MA,PMDB,54,13,Congressperson meal,0,,CHURRASCARIA ALVORADA,8530520000118,811,0,2012-02-18T00:00:00,50.0,0.0,50.0,2,2012,0,,,595433,[nan],0.0,1762,2262686
ILDERLEI CORDEIRO,141451.0,58.0,2007.0,AC,PPS,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: O8BQ6J,0,2010-03-24T00:00:00,394.42,0.0,394.42,3,2010,0,CORDEIRO/ILDERLEI,PVHG3RBRG3CZS,0,['0'],,1849,0
ELISEU PADILHA,73892.0,578.0,2011.0,RS,PMDB,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2098514,1,2014-11-14T17:27:25,42.79,0.0,42.79,11,2014,0,,,0,['0'],,1014,0
OSORIO ADRIANO,73660.0,533.0,2007.0,DF,DEM,53,11,Postal services,0,,CORREIOS - SEDEX 10 COM AR,7,RSP : 1109457,1,2009-10-23T10:26:55,1170.8,0.0,1170.8,10,2009,0,,,0,['0'],,791,0
CARLOS MELLES,74651.0,226.0,2015.0,MG,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,SAMAMBAIA AUTO POSTO LTDA.,17618091000126,545566,0,2016-02-29T00:00:00,225.69,0.0,225.69,2,2016,0,,,1278204,[nan],0.0,985,5958709
PENNA,80920.0,551.0,2015.0,SP,PV,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO DA TORRE LTDA,4473193000159,136915,0,2011-06-29T00:00:00,50.0,0.0,50.0,6,2011,0,,,549130,[nan],0.0,2375,2108310
DARCÍSIO PERONDI,73891.0,529.0,2019.0,RS,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2447.0960256,0,2012-05-25T00:00:00,73.0,0.0,73.0,5,2012,0,FREDERICO BORGES,GRU/BSB,0,['0'],,999,0
LUIZ NISHIMORI,162332.0,459.0,2019.0,PR,PR,55,1,Maintenance of office supporting parliamentary activity,0,,INGAVILLE COMERCIO IMOBILIARIO LTDA.,1678539000167,42412,1,2017-04-04T00:00:00,1869.33,0.0,1869.33,3,2017,0,,,1372154,[nan],0.0,2424,6249059
PAULO TEIXEIRA,141488.0,376.0,2019.0,SP,PT,53,15,Automotive vehicle renting or watercraft charter,0,,RADIO TAXI ALVORADA LTDA,37990298000134,S/N,1,2009-11-19T00:00:00,28.0,0.0,28.0,11,2009,0,,,441999,[nan],0.0,1910,1736977
PROFESSORA DORINHA SEABRA REZENDE,160639.0,67.0,2019.0,TO,DEM,54,11,Postal services,0,,CORREIOS - SEDEX 10 COM AR,7,RSP : 2025382,1,2013-06-13T13:58:59,52.9,0.0,52.9,6,2013,0,,,0,['0'],,2300,0
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1249691,1,2012-04-12T15:52:32,50.6,0.0,50.6,4,2012,0,,,0,['0'],,2230,0
PEDRO CHAVES,74812.0,428.0,2015.0,GO,MDB,54,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO DIVISÃO,1668012000151,315025,0,2011-06-17T00:00:00,80.0,0.0,80.0,6,2011,0,,,546341,[nan],0.0,1429,2098363
BRUNA FURLAN,160589.0,335.0,2019.0,SP,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO LEAO DA ALDEIA LTDA,59543611000129,202593,0,2016-04-04T00:00:00,157.0,0.0,157.0,4,2016,0,,,1282490,[nan],0.0,2266,5971850
ALEX CANZIANI,73458.0,445.0,2015.0,PR,PTB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2149.999039,0,2017-07-12T00:00:00,299.32,0.0,299.32,7,2017,0,ALEX CANZIANI,CWB/BSB,0,['0'],,1435,1468846
SANDRO ALEX,160621.0,465.0,2019.0,PR,PSD,55,10,Telecommunication,0,,TIM CELULAR S.A.,4206050000180,3130079133,0,2017-06-19T00:00:00,688.86,0.0,688.86,6,2017,0,,,1403725,[nan],0.0,2277,6334684
BONIFÁCIO DE ANDRADA,74650.0,222.0,2015.0,MG,DEM,55,10,Telecommunication,0,,TELEFONICA BRASIL S.A - VIVO.,2558157000162,0255506953,0,2015-11-15T00:00:00,802.95,0.0,802.95,11,2015,0,,,1252881,[nan],0.0,191,5874872
ONYX LORENZONI,74399.0,510.0,2019.0,RS,DEM,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4550.774795,0,2012-11-26T00:00:00,100.0,0.0,100.0,11,2012,0,ONYX LORENZONI,BSB/BSB,0,['0'],,1627,0
JOÃO CARLOS BACELAR,141458.0,187.0,2019.0,BA,PR,55,14,"Lodging, except for congressperson from Distrito Federal",0,,FIESTA BAHIANA CLUBE HOTEL,9345172000252,13488,0,2016-08-01T00:00:00,210.5,0.0,210.5,8,2016,0,,,1311152,[nan],0.0,1856,6062852
MARCOS MONTES,141500.0,257.0,2015.0,MG,PSD,55,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2156652,1,2016-03-15T15:40:39,22.07,0.0,22.07,3,2016,0,,,0,['0'],,1889,0
LUIZ LAURO FILHO,178982.0,365.0,2015.0,SP,PSB,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: T85PSL,0,2018-02-23T00:00:00,79.9,0.0,79.9,2,2018,0,LUIZ LAURO FILHO,VCP/BSB,0,['0'],,3052,1540249
JORGE KHOURY,74552.0,201.0,2007.0,BA,DEM,53,10,Telecommunication,0,,RAMAL,6,3952311,0,2010-10-29T00:00:00,426.33,0.0,426.33,10,2010,0,,,0,['0'],,677,0
ODELMO LEÃO,74752.0,248.0,2015.0,MG,PP,55,13,Congressperson meal,0,,GOLDEN TULIP BRASILIA ALVORADA,9109567001732,228358,0,2015-02-13T00:00:00,674.16,0.0,674.16,2,2015,0,,,1171904,[nan],0.0,705,5619171
DR. GRILO,160514.0,235.0,2011.0,MG,SD,54,14,"Lodging, except for congressperson from Distrito Federal",0,,HOTEL APOLLO LTDA,38648135000130,00004945,0,2011-05-13T00:00:00,79.0,0.0,79.0,5,2011,0,,,542256,[nan],0.0,2234,2085140
CELSO PANSERA,72912.0,292.0,2015.0,RJ,PT,55,3,Fuels and lubricants,1,Veículos Automotores,SENDAS DISTRIBUIDORA S/A,6057223000848,126398,0,2018-02-10T00:00:00,105.0,0.0,105.0,2,2018,0,,,1468859,[nan],0.0,2963,6512933
JOÃO ARRUDA,160573.0,455.0,2015.0,PR,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2102.879014,0,2015-01-02T00:00:00,1196.03,0.0,1196.03,1,2015,0,HEULER MR MARTINS,BSB/CWB,0,['0'],,2363,955870
VICENTE ARRUDA,74308.0,553.0,2015.0,CE,PR,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO VIA SUL,11006687000199,363222,0,2012-12-19T00:00:00,30.0,0.0,30.0,12,2012,0,,,1008757,[nan],0.0,1188,5034765
BERNARDO SANTANA DE VASCONCELLOS,109152.0,221.0,2011.0,MG,PR,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1226178,1,2011-10-06T12:03:17,36.4,0.0,36.4,10,2011,0,,,0,['0'],,2312,0
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,122,"Taxi, toll and parking",0,,ENAPARK ESTACIONAMENTO E SERVIÇOS LTDA,8609128000169,044479,1,2015-11-29T00:00:00,6.0,0.0,6.0,11,2015,0,,,1247753,[nan],0.0,2938,5862594
CELSO JACOB,73568.0,537.0,2015.0,RJ,MDB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2170.628466,0,2018-06-20T00:00:00,474.0,0.0,474.0,6,2018,0,CELSO JACOB,BSB/SDU,0,['0'],,1467,1601209
JUNJI ABE,160544.0,610.0,2015.0,SP,MDB,55,1,Maintenance of office supporting parliamentary activity,0,,JOSE LUIZ CARDOSO LIVRARIA - ME,6959569000165,1017,4,2018-06-11T00:00:00,374.2,0.0,374.2,6,2018,0,,,1506371,[nan],0.0,2332,6608767
JOÃO BITTAR,141457.0,531.0,2011.0,MG,DEM,54,10,Telecommunication,0,,RAMAL,6,5524854,0,,17.34,0.0,17.34,10,2014,0,,,0,['0'],,1855,0
LAUDIVIO CARVALHO,178894.0,234.0,2015.0,MG,PODE,55,13,Congressperson meal,0,,CHURRASCARIA POTENCIA GRILL LTDA EPP,8466219000192,030075,0,2017-05-31T00:00:00,80.1,0.0,80.1,5,2017,0,,,1392794,[nan],0.0,2967,6304215
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,ESPAÇO ARABE,11389220001490,322487,0,2016-02-29T00:00:00,51.0,0.0,51.0,2,2016,0,,,1267782,[nan],0.0,2935,5925634
ROGÉRIO MARINHO,141535.0,124.0,2015.0,RN,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO SÃO ROQUE LTDA,641761000122,388897,0,2016-05-08T00:00:00,164.98,0.0,164.98,5,2016,0,,,1288605,[nan],0.0,1931,5990738
BONIFÁCIO DE ANDRADA,74650.0,222.0,2015.0,MG,DEM,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2183.422404,0,2018-11-12T00:00:00,765.39,0.0,765.39,11,2018,0,LUIZ ALBERTO DE OLIVEIR FRAGA,BSB/CNF,0,['0'],,191,1619783
RODRIGO PACHECO,178897.0,260.0,2015.0,MG,DEM,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: WG9BVK,0,2015-08-31T00:00:00,175.73,0.0,175.73,8,2015,0,KEITH PINTO,BSB/PLU,0,['0'],,3007,1068826
PAULO PIMENTA,74400.0,513.0,2019.0,RS,PT,54,13,Congressperson meal,0,,CAFÉ COLONIAL COLMÉIA,2174156000114,57647,0,2011-02-18T00:00:00,50.0,0.0,50.0,2,2011,0,,,526613,[nan],0.0,1642,2032618
ANDRE MOURA,160543.0,174.0,2015.0,SE,PSC,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2435473652,0,2018-02-01T00:00:00,998.49,0.0,998.49,2,2018,0,ANDRE MOURA,AJU/BSB,0,['0'],,2273,1526997
BETO FARO,141335.0,19.0,2019.0,PA,PT,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4552.243724,0,2014-10-28T00:00:00,80.0,0.0,80.0,10,2014,0,BETO FARO,BSB/BSB,0,['0'],,1768,951237
ZEQUINHA MARINHO,73933.0,33.0,2011.0,PA,PSC,54,5,Publicity of parliamentary activity,0,,CHM SERVIÇOS DE INFORMÁTICA LTDA,6232462000110,4,0,2014-05-09T00:00:00,3000.0,0.0,3000.0,5,2014,0,,,1112705,[nan],0.0,1709,5411149
GILMAR MACHADO,74581.0,234.0,2011.0,MG,PT,53,10,Telecommunication,0,,CTBC,5835916000185,000025563,0,2010-02-03T00:00:00,23.44,0.0,23.44,2,2010,0,,,455332,[nan],0.0,1352,1782069
EDSON SILVA,74106.0,98.0,2011.0,CE,PROS,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-4552.030985,0,2014-07-17T00:00:00,100.0,0.0,100.0,7,2014,0,EDSON SILVA,BSB/BSB,0,['0'],,615,890851
EDUARDO CUNHA,74173.0,300.0,2015.0,RJ,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2709.260921,0,2014-03-20T00:00:00,40.0,0.0,40.0,3,2014,0,EDUARDO CUNHA,BSB/BSB,0,['0'],,1620,813342
LUIZ CARREIRA,74142.0,205.0,2007.0,BA,DEM,53,2,"Locomotion, meal and lodging",0,,HOTEL MIRANTE LTDA,7810122000192,1343,0,2009-06-24T00:00:00,200.0,0.0,200.0,6,2009,0,,,409984,[nan],0.0,1589,1626194
LUIZ LAURO FILHO,178982.0,365.0,2015.0,SP,PSB,55,11,Postal services,0,,CORREIOS - ENCOMENDA PAC COM AR,7,RSP : 2187998,1,2017-01-09T14:50:06,21.49,0.0,21.49,1,2017,0,,,0,['0'],,3052,0
STEPAN NERCESSIAN,160627.0,323.0,2011.0,RJ,PPS,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2463.608288,0,2013-02-20T00:00:00,191.0,0.0,191.0,2,2013,0,STEPAN NERCESSIAN,BSB/SDU,0,['0'],,2324,582901
DR. JORGE SILVA,160643.0,278.0,2015.0,ES,SOLIDARIEDADE,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2117.752239,0,2015-09-24T00:00:00,1130.83,0.0,1130.83,9,2015,0,DR. JORGE SILVA,BSB/VIX,0,['0'],,2326,1243254
BIFFI,74373.0,432.0,2011.0,MS,PT,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO GUENO AVENIDA LTDA,5203527000137,121156,0,2009-08-25T00:00:00,195.0,0.0,195.0,8,2009,0,,,422584,[nan],0.0,1539,1670421
DR. JORGE SILVA,160643.0,278.0,2015.0,ES,SOLIDARIEDADE,54,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: S7F6HC,0,2014-05-29T00:00:00,222.45,0.0,222.45,5,2014,0,DR. JORGE SILVA,BSB/VIX,0,['0'],,2326,840282
ALEXANDRE LEITE,160545.0,334.0,2019.0,SP,DEM,54,5,Publicity of parliamentary activity,0,,LEMOURA DESIGN CONSULTORIA E EVENTOS LTDA,8543149000129,00000090,0,2013-05-24T00:00:00,550.0,0.0,550.0,5,2013,0,,,1036672,[nan],0.0,2373,5137739
LUIZA ERUNDINA,74784.0,371.0,2019.0,SP,PSOL,55,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2244182,1,2018-05-14T16:06:01,56.94,0.0,56.94,5,2018,0,,,0,['0'],,1402,0
RONALDO NOGUEIRA,163321.0,517.0,2015.0,RS,PTB,54,15,Automotive vehicle renting or watercraft charter,0,,CONVIAS S/A,2414599000135,0201007844,1,2011-07-11T00:00:00,6.0,0.0,6.0,7,2011,0,,,551537,[nan],0.0,2428,2116011
ALEX CANZIANI,73458.0,445.0,2015.0,PR,PTB,53,11,Postal services,0,,CORREIOS - CARTA SIMPLES,7,RSP : 1181751,1,2010-12-09T10:07:55,4.2,0.0,4.2,12,2010,0,,,0,['0'],,1435,0
MARCELO ÁLVARO ANTÔNIO,179000.0,235.0,2019.0,MG,PSL,55,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL COM AR,7,RSP : 2179200,1,2016-10-14T10:44:51,28.05,0.0,28.05,10,2016,0,,,0,['0'],,2934,0
RONALDO NOGUEIRA,163321.0,517.0,2015.0,RS,PTB,54,3,Fuels and lubricants,1,Veículos Automotores,COM. DE COMB. FLORESTAL LTDA - POSTO FORMULA,2558109000760,397343,0,2013-12-06T00:00:00,50.0,0.0,50.0,12,2013,0,,,1079428,[nan],0.0,2428,5296311
PADRE JOÃO,160556.0,259.0,2019.0,MG,PT,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2475.811201,0,2013-09-19T00:00:00,442.55,0.0,442.55,9,2013,0,PADRE JOÃO,BSB/CNF,0,['0'],,2305,748055
MARCELO ALMEIDA,146613.0,631.0,2011.0,PR,PMDB,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: C5PUHP,0,2009-12-22T00:00:00,588.62,0.0,588.62,12,2009,0,ALMEIDA/MARCELO,BSBG3CWB,0,['0'],,1979,0
NORMA AYUB,66179.0,282.0,2019.0,ES,DEM,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2140.265166,0,2017-01-12T00:00:00,421.66,0.0,421.66,1,2017,0,SILVIO FERREIRA,VIX/BSB,0,['0'],,3163,1406224
PAUDERNEY AVELINO,74095.0,40.0,2015.0,AM,DEM,54,3,Fuels and lubricants,1,Veículos Automotores,RECOPEL REPRESENTAÇOES E COMERCIO LTDA,5514674000209,203295,0,2011-08-24T00:00:00,50.0,0.0,50.0,8,2011,0,,,560964,[nan],0.0,586,2148652
GERMANO BONOW,141443.0,489.0,2007.0,RS,DEM,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO MIRIM LTDA,88745000154,147965,0,2010-04-23T00:00:00,98.64,0.0,98.64,4,2010,0,,,469657,[nan],0.0,1843,1831096
MÁRCIO FRANÇA,141497.0,368.0,2011.0,SP,PSB,54,1,Maintenance of office supporting parliamentary activity,0,,SABESP,43776517000180,1414027202621,0,2014-06-01T00:00:00,67.56,0.0,67.56,6,2014,0,,,1125799,[nan],0.0,1886,5457951
LUIZ COUTO,74041.0,133.0,2015.0,PB,PT,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1243270,1,2012-03-01T10:35:59,23.7,0.0,23.7,3,2012,0,,,0,['0'],,1590,0
BONIFÁCIO DE ANDRADA,74650.0,222.0,2015.0,MG,DEM,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: YG9RKE,0,2010-03-19T00:00:00,484.42,0.0,484.42,3,2010,0,SILVA/CRISTIANO,VIXG3CNFG3BSB,0,['0'],,191,0
ROSINHA DA ADEFAL,146949.0,586.0,2015.0,AL,AVANTE,55,11,Postal services,0,,CORREIOS - ENVELOPE BÁSICO/CONVENCIONAL - PLÁSTICO/BOLHA,7,RSP : 2195788,1,2017-03-16T16:15:37,46.5,0.0,46.5,3,2017,0,,,0,['0'],,2224,0
BEBETO,178834.0,185.0,2015.0,BA,PSB,55,10,Telecommunication,0,,RAMAL,6,6216694,0,,27.86,0.0,27.86,2,2017,0,,,0,['0'],,2890,0
EDUARDO DA FONTE,141421.0,156.0,2019.0,PE,PP,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2155.288639,0,2017-10-16T00:00:00,1.87,0.0,1.87,10,2017,0,EDUARDO DA FONTE,REC/BSB,0,['0'],,1822,1501310
SÉRGIO MORAES,141542.0,512.0,2015.0,RS,PTB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: YK1SJW,0,2017-05-22T00:00:00,266.0,0.0,266.0,5,2017,0,SÉRGIO MORAES,POA/BSB,0,['0'],,1935,1441672
WALTER ALVES,178952.0,125.0,2019.0,RN,MDB,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2422684556,0,2016-05-10T00:00:00,634.83,0.0,634.83,5,2016,0,WALTER ALVES,BSB/NAT,0,['0'],,2941,1293575
ANGELO VANHONI,141381.0,453.0,2011.0,PR,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: UE44PP,0,2014-12-19T00:00:00,40.0,0.0,40.0,12,2014,0,ANGELO VANHONI,CWB/BSB,0,['0'],,1781,938254
WALTER IHOSHI,141560.0,518.0,2015.0,SP,PSD,54,3,Fuels and lubricants,1,Veículos Automotores,SÃO GERMANO AUTO POSTO LTDA,62752498000104,021583,0,2013-12-13T00:00:00,120.0,0.0,120.0,12,2013,0,,,1082062,[nan],0.0,1956,5301628
FÁTIMA PELAES,74065.0,12.0,2011.0,AP,PMDB,54,3,Fuels and lubricants,1,Veículos Automotores,GASOL,38505000498,198255,0,2011-10-07T00:00:00,150.0,0.0,150.0,10,2011,0,,,569297,[nan],0.0,565,2176877
CIRO PEDROSA,141407.0,235.0,2007.0,MG,PV,53,10,Telecommunication,0,,OI - TNL PCS S.A.,4164616000159,249409,0,2009-11-15T00:00:00,268.55,19.25,249.3,11,2009,0,,,439855,[nan],0.0,1803,1729841
BERINHO BANTIM,160554.0,1.0,2011.0,RR,SD,54,15,Automotive vehicle renting or watercraft charter,0,,LEMANS LOCAÇÃO BOA VISTA LTDA,6983735000169,001960,0,2012-10-31T00:00:00,7200.0,0.0,7200.0,9,2012,0,,,646310,[nan],0.0,2322,2426028
GABRIEL GUIMARÃES,129037.0,244.0,2015.0,MG,PT,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: P6IQ6F,0,2015-07-02T00:00:00,274.0,0.0,274.0,7,2015,0,LUCAS DELFINO,BSB/CNF,0,['0'],,2232,1028927
RONALDO NOGUEIRA,163321.0,517.0,2015.0,RS,PTB,55,122,"Taxi, toll and parking",0,,UBER DO BRASIL TECNOLOGIA LTDA,17895646000187,2381,1,2018-04-16T00:00:00,23.81,0.0,23.81,4,2018,0,,,1484980,[nan],0.0,2428,6554498
BETINHO ROSADO,74321.0,122.0,2011.0,RN,PP**,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO JUAZEIRO,13998257000126,128823,0,2013-01-05T00:00:00,64.01,0.0,64.01,1,2013,0,,,1001930,[nan],0.0,983,5009297
ASSIS DO COUTO,74378.0,443.0,2015.0,PR,PDT,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: N9B7NG,0,2009-08-10T00:00:00,759.62,0.0,759.62,8,2009,0,COUTO/ASSIS,CWBG3BSB,0,['0'],,1542,0
SAMUEL MOREIRA,178990.0,389.0,2019.0,SP,PSDB,56,122,"Taxi, toll and parking",0,,SINPETAXI,31708000100,001,1,2019-02-01T00:00:00,47.3,0.0,47.3,2,2019,0,,,1568206,[nan],0.0,2965,6764364
MARINHA RAUPP,74177.0,50.0,2015.0,RO,MDB,54,10,Telecommunication,0,,RAMAL,6,3952454,0,2012-02-25T00:00:00,160.24,0.0,160.24,2,2012,0,,,0,['0'],,1119,0
FLORIANO PESARO,178979.0,358.0,2015.0,SP,PSDB,55,4,"Consultancy, research and technical work",0,,GACO SERVICOS DE APOIO A EDUCACAO EIRELI,10796508000100,00000022,0,2018-10-09T00:00:00,8400.0,0.0,8400.0,10,2018,0,,,1530998,[nan],0.0,3042,6676644
